"","age","cdi_form","fit","se.fit","residual.scale","scores","se_high","se_low","predict_ages"
"1102",38.0983606557377,"WG",0.999258880343128,5.50149568358504e-05,1,427.682800786859,427.706347188384,427.659254385333,38.0983606557377
"1103",38.1311475409836,"WG",0.99926900954482,5.43431738180292e-05,1,427.687136085183,427.710394963577,427.663877206789,38.1311475409836
"1104",38.1639344262295,"WG",0.999279000406238,5.36794650199818e-05,1,427.69141217387,427.714386984899,427.668437362841,38.1639344262295
"1105",38.1967213114754,"WG",0.999288854814061,5.30237355194143e-05,1,427.695629860418,427.718324019221,427.672935701616,38.1967213114754
"1106",38.2295081967213,"WG",0.999298574629313,5.23758914731089e-05,1,427.699789941346,427.722206822896,427.677373059795,38.2295081967213
"1107",38.2622950819672,"WG",0.999308161687706,5.17358401053418e-05,1,427.703893202338,427.726036141903,427.681750262773,38.2622950819672
"1108",38.2950819672131,"WG",0.999317617799986,5.11034896964097e-05,1,427.707940418394,427.729812711984,427.686068124804,38.2950819672131
"1109",38.327868852459,"WG",0.999326944752269,5.04787495712692e-05,1,427.711932353971,427.733537258788,427.690327449155,38.327868852459
"1110",38.3606557377049,"WG",0.999336144306374,4.98615300882823e-05,1,427.715869763128,427.737210498006,427.69452902825,38.3606557377049
"1111",38.3934426229508,"WG",0.999345218200151,4.9251742628072e-05,1,427.719753389665,427.740833135509,427.69867364382,38.3934426229508
"1112",38.4262295081967,"WG",0.999354168147807,4.86492995824844e-05,1,427.723583967261,427.744405867483,427.70276206704,38.4262295081967
"1113",38.4590163934426,"WG",0.999362995840225,4.80541143436586e-05,1,427.727362219616,427.747929380555,427.706795058677,38.4590163934426
"1114",38.4918032786885,"WG",0.999371702945281,4.74661012932022e-05,1,427.73108886058,427.751404351934,427.710773369227,38.4918032786885
"1115",38.5245901639344,"WG",0.999380291108152,4.6885175791471e-05,1,427.734764594289,427.754831449528,427.714697739051,38.5245901639344
"1116",38.5573770491803,"WG",0.999388761951629,4.63112541669553e-05,1,427.738390115297,427.758211332081,427.718568898514,38.5573770491803
"1117",38.5901639344262,"WG",0.999397117076413,4.57442537057675e-05,1,427.741966108705,427.761544649291,427.722387568119,38.5901639344262
"1118",38.6229508196721,"WG",0.999405358061422,4.51840926412352e-05,1,427.745493250289,427.764832041939,427.726154458638,38.6229508196721
"1119",38.655737704918,"WG",0.999413486464078,4.46306901435942e-05,1,427.748972206625,427.768074142007,427.729870271244,38.655737704918
"1120",38.6885245901639,"WG",0.999421503820606,4.40839663097842e-05,1,427.752403635219,427.7712715728,427.733535697639,38.6885245901639
"1121",38.7213114754098,"WG",0.999429411646315,4.35438421533457e-05,1,427.755788184623,427.774424949064,427.737151420181,38.7213114754098
"1122",38.7540983606557,"WG",0.999437211435884,4.30102395944145e-05,1,427.759126494559,427.777534877105,427.740718112012,38.7540983606557
"1123",38.7868852459016,"WG",0.999444904663644,4.24830814498184e-05,1,427.76241919604,427.7806019549,427.744236437179,38.7868852459016
"1124",38.8196721311475,"WG",0.999452492783847,4.19622914232694e-05,1,427.765666911487,427.783626772216,427.747707050757,38.8196721311475
"1125",38.8524590163934,"WG",0.999459977230946,4.14477940956561e-05,1,427.768870254845,427.786609910718,427.751130598972,38.8524590163934
"1126",38.8852459016393,"WG",0.999467359419859,4.09395149154306e-05,1,427.7720298317,427.789551944083,427.754507719316,38.8852459016393
"1127",38.9180327868852,"WG",0.999474640746233,4.04373801890928e-05,1,427.775146239388,427.792453438109,427.757839040667,38.9180327868852
