"","age","cdi_form","fit","se.fit","residual.scale","scores","se_high","se_low","predict_ages"
"1",2,"WS",0.0176606402040673,0.00024149671887022,1,12.0092353387658,12.1734531075975,11.845017569934,2
"2",2.0327868852459,"WS",0.0177532775033534,0.000242386386559509,1,12.0722287022803,12.2370514451408,11.9074059594199,2.0327868852459
"3",2.0655737704918,"WS",0.0178463918954235,0.000243278588555138,1,12.135546488888,12.3009759291054,11.9701170486705,2.0655737704918
"4",2.09836065573771,"WS",0.0179399857445283,0.000244173326102913,1,12.1991903062792,12.3652281680292,12.0331524445292,2.09836065573771
"5",2.13114754098361,"WS",0.0180340614256585,0.000245070600389421,1,12.2631617694478,12.4298097777126,12.096513761183,2.13114754098361
"6",2.16393442622951,"WS",0.018128621324583,0.000245970412541403,1,12.3274625007164,12.4947223812446,12.1602026201883,2.16393442622951
"7",2.19672131147541,"WS",0.0182236678378871,0.000246872763625133,1,12.3920941297632,12.5599676090283,12.2242206504982,2.19672131147541
"8",2.22950819672131,"WS",0.0183192033730114,0.000247777654645781,1,12.4570582936477,12.6255470988069,12.2885694884886,2.22950819672131
"9",2.26229508196721,"WS",0.0184152303482897,0.000248685086546789,1,12.522356636837,12.6914624956888,12.3532507779852,2.26229508196721
"10",2.29508196721311,"WS",0.0185117511929881,0.000249595060209224,1,12.5879908112319,12.7577154521742,12.4182661702896,2.29508196721311
"11",2.32786885245902,"WS",0.0186087683473429,0.000250507576451143,1,12.6539624761932,12.82430762818,12.4836173242064,2.32786885245902
"12",2.36065573770492,"WS",0.0187062842625995,0.000251422636026942,1,12.7202732985677,12.891240691066,12.5493059060694,2.36065573770492
"13",2.39344262295082,"WS",0.0188043014010508,0.000252340239626711,1,12.7869249527145,12.9585163156607,12.6153335897684,2.39344262295082
"14",2.42622950819672,"WS",0.0189028222360755,0.000253260387875577,1,12.8539191205313,13.0261361842867,12.6817020567759,2.42622950819672
"15",2.45901639344262,"WS",0.019001849252177,0.000254183081333047,1,12.9212574914804,13.0941019867869,12.7484129961739,2.45901639344262
"16",2.49180327868852,"WS",0.0191013849450218,0.000255108320492346,1,12.9889417626148,13.1624154205496,12.81546810468,2.49180327868852
"17",2.52459016393443,"WS",0.0192014318214779,0.000256036105779753,1,13.056973638605,13.2310781905352,12.8828690866747,2.52459016393443
"18",2.55737704918033,"WS",0.0193019923996535,0.000256966437553927,1,13.1253548317644,13.300092009301,12.9506176542277,2.55737704918033
"19",2.59016393442623,"WS",0.0194030692089354,0.000257899316105237,1,13.1940870620761,13.3694585970276,13.0187155271245,2.59016393442623
"20",2.62295081967213,"WS",0.0195046647900277,0.000258834741655082,1,13.2631720572189,13.4391796815443,13.0871644328934,2.62295081967213
"21",2.65573770491803,"WS",0.0196067816949905,0.000259772714355209,1,13.3326115525935,13.5092569983551,13.155966106832,2.65573770491803
"22",2.68852459016393,"WS",0.0197094224872778,0.000260713234287027,1,13.4024072913489,13.5796922906641,13.2251222920337,2.68852459016393
"23",2.72131147540984,"WS",0.0198125897417767,0.000261656301460917,1,13.4725610244081,13.6504873094015,13.2946347394147,2.72131147540984
"24",2.75409836065574,"WS",0.0199162860448456,0.000262601915815537,1,13.543074510495,13.7216438132496,13.3645052077404,2.75409836065574
"25",2.78688524590164,"WS",0.0200205139943529,0.000263550077217123,1,13.6139495161599,13.7931635686676,13.4347354636523,2.78688524590164
"26",2.81967213114754,"WS",0.0201252761997151,0.000264500785458788,1,13.6851878158063,13.8650483499183,13.5053272816943,2.81967213114754
"27",2.85245901639344,"WS",0.0202305752819359,0.000265454040259815,1,13.7567911917164,13.9372999390931,13.5762824443398,2.85245901639344
"28",2.88524590163934,"WS",0.0203364138736441,0.000266409841264944,1,13.828761434078,14.0099201261382,13.6476027420179,2.88524590163934
"29",2.91803278688525,"WS",0.0204427946191324,0.000267368188043661,1,13.90110034101,14.0829107088797,13.7192899731403,2.91803278688525
"30",2.95081967213115,"WS",0.0205497201743954,0.000268329080089474,1,13.9738097185889,14.1562734930497,13.791345944128,2.95081967213115
"31",2.98360655737705,"WS",0.0206571932071687,0.000269292516819196,1,14.0468913808747,14.2300102923118,13.8637724694377,2.98360655737705
"32",3.01639344262295,"WS",0.0207652163969668,0.000270258497572212,1,14.1203471499374,14.3041229282865,13.9365713715883,3.01639344262295
"33",3.04918032786885,"WS",0.0208737924351213,0.00027122702160975,1,14.1941788558825,14.3786132305771,14.0097444811878,3.04918032786885
"34",3.08196721311475,"WS",0.0209829240248196,0.000272198088114147,1,14.2683883368773,14.4534830367949,14.0832936369597,3.08196721311475
"35",3.11475409836066,"WS",0.0210926138811432,0.000273171696188106,1,14.3429774391774,14.5287341925853,14.1572206857695,3.11475409836066
"36",3.14754098360656,"WS",0.0212028647311056,0.000274147844853956,1,14.4179480171518,14.6043685516525,14.2315274826511,3.14754098360656
"37",3.18032786885246,"WS",0.0213136793136908,0.0002751265330529,1,14.4933019333097,14.6803879757857,14.3062158908338,3.18032786885246
"38",3.21311475409836,"WS",0.0214250603798914,0.000276107759644267,1,14.5690410583262,14.7567943348843,14.3812877817681,3.21311475409836
"39",3.24590163934426,"WS",0.0215370106927468,0.000277091523404753,1,14.6451672710678,14.8335895069831,14.4567450351526,3.24590163934426
"40",3.27868852459016,"WS",0.0216495330273812,0.000278077823027663,1,14.7216824586192,14.9107753782781,14.5325895389604,3.27868852459016
"41",3.31147540983607,"WS",0.0217626301710418,0.000279066657122143,1,14.7985885163084,14.9883538431515,14.6088231894654,3.31147540983607
