"data_id","age","language","form","birth_order","ethnicity","sex","zygosity","original_id","norming","longitudinal","source_name","mom_ed","measure","vocab","cross_sectional","demo","n","demo_label"
172112,10,"Spanish (Mexican)","WG","First",NA,"Female",NA,"816",TRUE,FALSE,"Marchman","Some Secondary","production",12,TRUE,"All Data",760,"All Data (n = 760)"
172113,9,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"818",TRUE,FALSE,"Marchman","Primary","production",10,TRUE,"All Data",760,"All Data (n = 760)"
172114,17,"Spanish (Mexican)","WG","First",NA,"Female",NA,"819",TRUE,FALSE,"Marchman","Secondary","production",15,TRUE,"All Data",760,"All Data (n = 760)"
172115,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"820",TRUE,FALSE,"Marchman","Some Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172116,16,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"821",TRUE,FALSE,"Marchman","Some Secondary","production",8,TRUE,"All Data",760,"All Data (n = 760)"
172117,8,"Spanish (Mexican)","WG","First",NA,"Male",NA,"822",TRUE,FALSE,"Marchman","Some Secondary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172118,10,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"823",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172119,15,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"824",TRUE,FALSE,"Marchman","Primary","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172120,16,"Spanish (Mexican)","WG","First",NA,"Female",NA,"825",TRUE,FALSE,"Marchman","Secondary","production",64,TRUE,"All Data",760,"All Data (n = 760)"
172121,10,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"826",TRUE,FALSE,"Marchman","Secondary","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172122,10,"Spanish (Mexican)","WG","Fourth",NA,"Male",NA,"827",TRUE,FALSE,"Marchman","Some Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172123,12,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"828",TRUE,FALSE,"Marchman","Secondary","production",7,TRUE,"All Data",760,"All Data (n = 760)"
172124,15,"Spanish (Mexican)","WG","First",NA,"Male",NA,"829",TRUE,FALSE,"Marchman","Secondary","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172125,15,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"830",TRUE,FALSE,"Marchman","Some Secondary","production",25,TRUE,"All Data",760,"All Data (n = 760)"
172126,17,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"831",TRUE,FALSE,"Marchman","Some Secondary","production",23,TRUE,"All Data",760,"All Data (n = 760)"
172127,9,"Spanish (Mexican)","WG","Seventh",NA,"Female",NA,"832",TRUE,FALSE,"Marchman","Primary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172128,8,"Spanish (Mexican)","WG","First",NA,"Male",NA,"833",TRUE,FALSE,"Marchman","Primary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172129,8,"Spanish (Mexican)","WG","First",NA,"Male",NA,"834",TRUE,FALSE,"Marchman","Some Secondary","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172131,18,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"836",TRUE,FALSE,"Marchman","Some Secondary","production",8,TRUE,"All Data",760,"All Data (n = 760)"
172132,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"837",TRUE,FALSE,"Marchman","Some Secondary","production",108,TRUE,"All Data",760,"All Data (n = 760)"
172133,17,"Spanish (Mexican)","WG","Fourth",NA,"Male",NA,"838",TRUE,FALSE,"Marchman","Primary","production",12,TRUE,"All Data",760,"All Data (n = 760)"
172134,16,"Spanish (Mexican)","WG","Fifth",NA,"Female",NA,"839",TRUE,FALSE,"Marchman","Some Secondary","production",24,TRUE,"All Data",760,"All Data (n = 760)"
172135,12,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"840",TRUE,FALSE,"Marchman","Some Secondary","production",13,TRUE,"All Data",760,"All Data (n = 760)"
172136,9,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"841",TRUE,FALSE,"Marchman","Primary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172137,16,"Spanish (Mexican)","WG","First",NA,"Female",NA,"843",TRUE,FALSE,"Marchman","Primary","production",87,TRUE,"All Data",760,"All Data (n = 760)"
172138,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"844",TRUE,FALSE,"Marchman","Some Secondary","production",128,TRUE,"All Data",760,"All Data (n = 760)"
172139,12,"Spanish (Mexican)","WG","First",NA,"Male",NA,"845",TRUE,FALSE,"Marchman","Some Secondary","production",13,TRUE,"All Data",760,"All Data (n = 760)"
172140,12,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"846",TRUE,FALSE,"Marchman","Some Secondary","production",20,TRUE,"All Data",760,"All Data (n = 760)"
172141,13,"Spanish (Mexican)","WG","First",NA,"Male",NA,"847",TRUE,FALSE,"Marchman","Some Secondary","production",7,TRUE,"All Data",760,"All Data (n = 760)"
172142,12,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"848",TRUE,FALSE,"Marchman","None","production",19,TRUE,"All Data",760,"All Data (n = 760)"
172143,11,"Spanish (Mexican)","WG","First",NA,"Male",NA,"849",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172144,9,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"850",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172145,9,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"851",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172146,9,"Spanish (Mexican)","WG","First",NA,"Male",NA,"852",TRUE,FALSE,"Marchman",NA,"production",0,TRUE,"All Data",760,"All Data (n = 760)"
172147,10,"Spanish (Mexican)","WG","Fourth",NA,"Male",NA,"853",TRUE,FALSE,"Marchman","Primary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172148,10,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"854",TRUE,FALSE,"Marchman","Primary","production",4,TRUE,"All Data",760,"All Data (n = 760)"
172149,9,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"855",TRUE,FALSE,"Marchman","Secondary","production",3,TRUE,"All Data",760,"All Data (n = 760)"
172150,9,"Spanish (Mexican)","WG","First",NA,"Male",NA,"856",TRUE,FALSE,"Marchman","Some Secondary","production",3,TRUE,"All Data",760,"All Data (n = 760)"
172151,9,"Spanish (Mexican)","WG","First",NA,"Female",NA,"857",TRUE,FALSE,"Marchman","Some Secondary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172152,9,"Spanish (Mexican)","WG","First",NA,"Female",NA,"858",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172153,9,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"859",TRUE,FALSE,"Marchman","Secondary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172154,9,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"860",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172155,10,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"861",TRUE,FALSE,"Marchman","College","production",24,TRUE,"All Data",760,"All Data (n = 760)"
172156,12,"Spanish (Mexican)","WG","First",NA,"Male",NA,"862",TRUE,FALSE,"Marchman","College","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172157,12,"Spanish (Mexican)","WG","First",NA,"Male",NA,"863",TRUE,FALSE,"Marchman","Secondary","production",10,TRUE,"All Data",760,"All Data (n = 760)"
172158,12,"Spanish (Mexican)","WG","First",NA,"Male",NA,"864",TRUE,FALSE,"Marchman","College","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172159,12,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"865",TRUE,FALSE,"Marchman","Primary","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172160,12,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"866",TRUE,FALSE,"Marchman","College","production",91,TRUE,"All Data",760,"All Data (n = 760)"
172161,13,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"867",TRUE,FALSE,"Marchman","College","production",150,TRUE,"All Data",760,"All Data (n = 760)"
172162,14,"Spanish (Mexican)","WG",NA,NA,"Female",NA,"868",TRUE,FALSE,"Marchman","College","production",3,TRUE,"All Data",760,"All Data (n = 760)"
172163,14,"Spanish (Mexican)","WG","First",NA,"Female",NA,"869",TRUE,FALSE,"Marchman","College","production",28,TRUE,"All Data",760,"All Data (n = 760)"
172164,10,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"870",TRUE,FALSE,"Marchman","Some Secondary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172165,14,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"871",TRUE,FALSE,"Marchman","Some Secondary","production",32,TRUE,"All Data",760,"All Data (n = 760)"
172166,16,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"872",TRUE,FALSE,"Marchman","Secondary","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172167,16,"Spanish (Mexican)","WG",NA,NA,"Male",NA,"873",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172168,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"874",TRUE,FALSE,"Marchman","College","production",67,TRUE,"All Data",760,"All Data (n = 760)"
172169,17,"Spanish (Mexican)","WG","Fourth",NA,"Male",NA,"875",TRUE,FALSE,"Marchman","Some Secondary","production",99,TRUE,"All Data",760,"All Data (n = 760)"
172170,12,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"876",TRUE,FALSE,"Marchman","Secondary","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172171,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"877",TRUE,FALSE,"Marchman","None","production",49,TRUE,"All Data",760,"All Data (n = 760)"
172172,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"878",TRUE,FALSE,"Marchman","Some Secondary","production",21,TRUE,"All Data",760,"All Data (n = 760)"
172173,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"880",TRUE,FALSE,"Marchman","Primary","production",205,TRUE,"All Data",760,"All Data (n = 760)"
172174,14,"Spanish (Mexican)","WG","First",NA,"Female",NA,"881",TRUE,FALSE,"Marchman","Secondary","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172175,14,"Spanish (Mexican)","WG","First",NA,"Female",NA,"882",TRUE,FALSE,"Marchman","College","production",76,TRUE,"All Data",760,"All Data (n = 760)"
172176,14,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"883",TRUE,FALSE,"Marchman","Secondary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172177,15,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"884",TRUE,FALSE,"Marchman","College","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172178,14,"Spanish (Mexican)","WG","Fourth",NA,"Female",NA,"885",TRUE,FALSE,"Marchman","Primary","production",12,TRUE,"All Data",760,"All Data (n = 760)"
172179,14,"Spanish (Mexican)","WG","First",NA,"Female",NA,"886",TRUE,FALSE,"Marchman","College","production",8,TRUE,"All Data",760,"All Data (n = 760)"
172180,14,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"887",TRUE,FALSE,"Marchman","Some Secondary","production",30,TRUE,"All Data",760,"All Data (n = 760)"
172181,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"888",TRUE,FALSE,"Marchman","College","production",8,TRUE,"All Data",760,"All Data (n = 760)"
172182,15,"Spanish (Mexican)","WG","Fifth",NA,"Male",NA,"889",TRUE,FALSE,"Marchman","College","production",131,TRUE,"All Data",760,"All Data (n = 760)"
172183,14,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"890",TRUE,FALSE,"Marchman","College","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172184,15,"Spanish (Mexican)","WG","Fifth",NA,"Male",NA,"891",TRUE,FALSE,"Marchman","Primary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172185,15,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"892",TRUE,FALSE,"Marchman","College","production",10,TRUE,"All Data",760,"All Data (n = 760)"
172186,15,"Spanish (Mexican)","WG","First",NA,"Male",NA,"893",TRUE,FALSE,"Marchman","College","production",11,TRUE,"All Data",760,"All Data (n = 760)"
172187,15,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"894",TRUE,FALSE,"Marchman","College","production",10,TRUE,"All Data",760,"All Data (n = 760)"
172188,15,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"895",TRUE,FALSE,"Marchman","College","production",13,TRUE,"All Data",760,"All Data (n = 760)"
172189,15,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"896",TRUE,FALSE,"Marchman","Some Secondary","production",25,TRUE,"All Data",760,"All Data (n = 760)"
172190,16,"Spanish (Mexican)","WG","First",NA,"Female",NA,"897",TRUE,FALSE,"Marchman","College","production",56,TRUE,"All Data",760,"All Data (n = 760)"
172191,15,"Spanish (Mexican)","WG","First",NA,"Male",NA,"898",TRUE,FALSE,"Marchman","Secondary","production",79,TRUE,"All Data",760,"All Data (n = 760)"
172192,15,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"899",TRUE,FALSE,"Marchman","Some Secondary","production",3,TRUE,"All Data",760,"All Data (n = 760)"
172193,16,"Spanish (Mexican)","WG","Fifth",NA,"Male",NA,"900",TRUE,FALSE,"Marchman","Secondary","production",179,TRUE,"All Data",760,"All Data (n = 760)"
172194,16,"Spanish (Mexican)","WG","First",NA,"Male",NA,"901",TRUE,FALSE,"Marchman","College","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172195,16,"Spanish (Mexican)","WG",NA,NA,"Female",NA,"902",TRUE,FALSE,"Marchman","None","production",8,TRUE,"All Data",760,"All Data (n = 760)"
172196,16,"Spanish (Mexican)","WG","First",NA,"Female",NA,"903",TRUE,FALSE,"Marchman","College","production",10,TRUE,"All Data",760,"All Data (n = 760)"
172197,16,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"904",TRUE,FALSE,"Marchman","Secondary","production",19,TRUE,"All Data",760,"All Data (n = 760)"
172198,16,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"905",TRUE,FALSE,"Marchman","Primary","production",4,TRUE,"All Data",760,"All Data (n = 760)"
172199,16,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"906",TRUE,FALSE,"Marchman","Secondary","production",26,TRUE,"All Data",760,"All Data (n = 760)"
172200,18,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"907",TRUE,FALSE,"Marchman","Some Secondary","production",20,TRUE,"All Data",760,"All Data (n = 760)"
172201,17,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"908",TRUE,FALSE,"Marchman","Some Secondary","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172202,18,"Spanish (Mexican)","WG","First",NA,"Male",NA,"909",TRUE,FALSE,"Marchman","College","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172203,18,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"910",TRUE,FALSE,"Marchman","College","production",7,TRUE,"All Data",760,"All Data (n = 760)"
172204,18,"Spanish (Mexican)","WG","First",NA,"Male",NA,"911",TRUE,FALSE,"Marchman","Some Secondary","production",25,TRUE,"All Data",760,"All Data (n = 760)"
172209,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"916",TRUE,FALSE,"Marchman","College","production",44,TRUE,"All Data",760,"All Data (n = 760)"
172210,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"918",TRUE,FALSE,"Marchman","Some Secondary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172211,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"919",TRUE,FALSE,"Marchman","College","production",351,TRUE,"All Data",760,"All Data (n = 760)"
172212,18,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"920",TRUE,FALSE,"Marchman","Some Secondary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172213,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"921",TRUE,FALSE,"Marchman","Secondary","production",39,TRUE,"All Data",760,"All Data (n = 760)"
172214,9,"Spanish (Mexican)","WG","First",NA,"Female",NA,"922",TRUE,FALSE,"Marchman","Secondary","production",3,TRUE,"All Data",760,"All Data (n = 760)"
172215,8,"Spanish (Mexican)","WG","First",NA,"Female",NA,"923",TRUE,FALSE,"Marchman","Secondary","production",14,TRUE,"All Data",760,"All Data (n = 760)"
172216,9,"Spanish (Mexican)","WG",NA,NA,"Female",NA,"924",TRUE,FALSE,"Marchman","Primary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172217,8,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"925",TRUE,FALSE,"Marchman","Some Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172218,8,"Spanish (Mexican)","WG","First",NA,"Male",NA,"926",TRUE,FALSE,"Marchman","Primary","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172219,9,"Spanish (Mexican)","WG","Fourth",NA,"Female",NA,"927",TRUE,FALSE,"Marchman","College","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172220,8,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"928",TRUE,FALSE,"Marchman","College","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172221,8,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"929",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172222,9,"Spanish (Mexican)","WG","First",NA,"Male",NA,"930",TRUE,FALSE,"Marchman","College","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172223,10,"Spanish (Mexican)","WG","First",NA,"Male",NA,"931",TRUE,FALSE,"Marchman","College","production",16,TRUE,"All Data",760,"All Data (n = 760)"
172224,9,"Spanish (Mexican)","WG","First",NA,"Female",NA,"932",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172225,10,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"933",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172226,9,"Spanish (Mexican)","WG","First",NA,"Female",NA,"934",TRUE,FALSE,"Marchman","Primary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172227,10,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"935",TRUE,FALSE,"Marchman","College","production",5,TRUE,"All Data",760,"All Data (n = 760)"
172228,11,"Spanish (Mexican)","WG",NA,NA,"Female",NA,"936",TRUE,FALSE,"Marchman","Primary","production",30,TRUE,"All Data",760,"All Data (n = 760)"
172229,13,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"937",TRUE,FALSE,"Marchman","Secondary","production",12,TRUE,"All Data",760,"All Data (n = 760)"
172230,12,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"938",TRUE,FALSE,"Marchman",NA,"production",20,TRUE,"All Data",760,"All Data (n = 760)"
172231,14,"Spanish (Mexican)","WG","First",NA,"Female",NA,"939",TRUE,FALSE,"Marchman","College","production",4,TRUE,"All Data",760,"All Data (n = 760)"
172232,14,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"940",TRUE,FALSE,"Marchman","Some Secondary","production",11,TRUE,"All Data",760,"All Data (n = 760)"
172233,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"941",TRUE,FALSE,"Marchman","College","production",32,TRUE,"All Data",760,"All Data (n = 760)"
172234,15,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"942",TRUE,FALSE,"Marchman","College","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172235,16,"Spanish (Mexican)","WG","First",NA,"Female",NA,"943",TRUE,FALSE,"Marchman","College","production",9,TRUE,"All Data",760,"All Data (n = 760)"
172236,16,"Spanish (Mexican)","WG","First",NA,"Male",NA,"944",TRUE,FALSE,"Marchman","Secondary","production",39,TRUE,"All Data",760,"All Data (n = 760)"
172237,16,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"945",TRUE,FALSE,"Marchman","Secondary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172238,16,"Spanish (Mexican)","WG","First",NA,"Male",NA,"946",TRUE,FALSE,"Marchman","Some Secondary","production",19,TRUE,"All Data",760,"All Data (n = 760)"
172239,15,"Spanish (Mexican)","WG","First",NA,"Female",NA,"947",TRUE,FALSE,"Marchman","Secondary","production",23,TRUE,"All Data",760,"All Data (n = 760)"
172240,15,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"948",TRUE,FALSE,"Marchman","Some Secondary","production",25,TRUE,"All Data",760,"All Data (n = 760)"
172241,17,"Spanish (Mexican)","WG","First",NA,"Female",NA,"949",TRUE,FALSE,"Marchman","Secondary","production",12,TRUE,"All Data",760,"All Data (n = 760)"
172242,16,"Spanish (Mexican)","WG","First",NA,"Female",NA,"950",TRUE,FALSE,"Marchman","Secondary","production",50,TRUE,"All Data",760,"All Data (n = 760)"
172243,16,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"951",TRUE,FALSE,"Marchman","Secondary","production",16,TRUE,"All Data",760,"All Data (n = 760)"
172244,17,"Spanish (Mexican)","WG","First",NA,"Female",NA,"952",TRUE,FALSE,"Marchman","Some Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172245,17,"Spanish (Mexican)","WG","First",NA,"Female",NA,"953",TRUE,FALSE,"Marchman","Primary","production",3,TRUE,"All Data",760,"All Data (n = 760)"
172246,16,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"954",TRUE,FALSE,"Marchman","College","production",21,TRUE,"All Data",760,"All Data (n = 760)"
172247,16,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"955",TRUE,FALSE,"Marchman","College","production",8,TRUE,"All Data",760,"All Data (n = 760)"
172248,18,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"957",TRUE,FALSE,"Marchman","Secondary","production",329,TRUE,"All Data",760,"All Data (n = 760)"
172249,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"958",TRUE,FALSE,"Marchman","Secondary","production",60,TRUE,"All Data",760,"All Data (n = 760)"
172250,18,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"959",TRUE,FALSE,"Marchman","Secondary","production",24,TRUE,"All Data",760,"All Data (n = 760)"
172252,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"962",TRUE,FALSE,"Marchman","Secondary","production",275,TRUE,"All Data",760,"All Data (n = 760)"
172253,18,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"963",TRUE,FALSE,"Marchman","Secondary","production",20,TRUE,"All Data",760,"All Data (n = 760)"
172254,18,"Spanish (Mexican)","WG","Fourth",NA,"Male",NA,"964",TRUE,FALSE,"Marchman","College","production",14,TRUE,"All Data",760,"All Data (n = 760)"
172255,18,"Spanish (Mexican)","WG","First",NA,"Male",NA,"965",TRUE,FALSE,"Marchman","Secondary","production",23,TRUE,"All Data",760,"All Data (n = 760)"
172257,18,"Spanish (Mexican)","WG","First",NA,"Male",NA,"967",TRUE,FALSE,"Marchman","College","production",31,TRUE,"All Data",760,"All Data (n = 760)"
172259,18,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"969",TRUE,FALSE,"Marchman","Secondary","production",112,TRUE,"All Data",760,"All Data (n = 760)"
172260,17,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"970",TRUE,FALSE,"Marchman","Secondary","production",43,TRUE,"All Data",760,"All Data (n = 760)"
172261,17,"Spanish (Mexican)","WG","First",NA,"Female",NA,"971",TRUE,FALSE,"Marchman","Secondary","production",13,TRUE,"All Data",760,"All Data (n = 760)"
172262,18,"Spanish (Mexican)","WG","First",NA,"Female",NA,"972",TRUE,FALSE,"Marchman","College","production",26,TRUE,"All Data",760,"All Data (n = 760)"
172263,16,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"973",TRUE,FALSE,"Marchman","Secondary","production",17,TRUE,"All Data",760,"All Data (n = 760)"
172264,17,"Spanish (Mexican)","WG","First",NA,"Female",NA,"974",TRUE,FALSE,"Marchman","Some Secondary","production",18,TRUE,"All Data",760,"All Data (n = 760)"
172265,18,"Spanish (Mexican)","WG","Fifth",NA,"Female",NA,"975",TRUE,FALSE,"Marchman","Some Secondary","production",135,TRUE,"All Data",760,"All Data (n = 760)"
172266,18,"Spanish (Mexican)","WG","Second",NA,"Female",NA,"976",TRUE,FALSE,"Marchman","College","production",50,TRUE,"All Data",760,"All Data (n = 760)"
172267,18,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"977",TRUE,FALSE,"Marchman","Some Secondary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172268,14,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"978",TRUE,FALSE,"Marchman","College","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172269,14,"Spanish (Mexican)","WG","First",NA,"Female",NA,"979",TRUE,FALSE,"Marchman","College","production",27,TRUE,"All Data",760,"All Data (n = 760)"
172270,9,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"980",TRUE,FALSE,"Marchman","Some Secondary","production",1,TRUE,"All Data",760,"All Data (n = 760)"
172271,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"981",TRUE,FALSE,"Marchman","Some Secondary","production",13,TRUE,"All Data",760,"All Data (n = 760)"
172272,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"982",TRUE,FALSE,"Marchman","Some Secondary","production",6,TRUE,"All Data",760,"All Data (n = 760)"
172273,16,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"983",TRUE,FALSE,"Marchman","College","production",11,TRUE,"All Data",760,"All Data (n = 760)"
172274,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"984",TRUE,FALSE,"Marchman","Secondary","production",0,TRUE,"All Data",760,"All Data (n = 760)"
172275,16,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"985",TRUE,FALSE,"Marchman","College","production",9,TRUE,"All Data",760,"All Data (n = 760)"
172276,17,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"986",TRUE,FALSE,"Marchman","Some Secondary","production",35,TRUE,"All Data",760,"All Data (n = 760)"
172277,8,"Spanish (Mexican)","WG","First",NA,"Male",NA,"987",TRUE,FALSE,"Marchman","Secondary","production",4,TRUE,"All Data",760,"All Data (n = 760)"
172278,18,"Spanish (Mexican)","WG","Second",NA,"Male",NA,"988",TRUE,FALSE,"Marchman","Some Secondary","production",2,TRUE,"All Data",760,"All Data (n = 760)"
172279,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"989",TRUE,FALSE,"Marchman","College","production",192,TRUE,"All Data",760,"All Data (n = 760)"
172280,17,"Spanish (Mexican)","WG","First",NA,"Male",NA,"990",TRUE,FALSE,"Marchman","Secondary","production",21,TRUE,"All Data",760,"All Data (n = 760)"
172281,17,"Spanish (Mexican)","WG",NA,NA,"Male",NA,"992",TRUE,FALSE,"Marchman","None","production",206,TRUE,"All Data",760,"All Data (n = 760)"
172282,16,"Spanish (Mexican)","WG","First",NA,"Male",NA,"993",TRUE,FALSE,"Marchman","Secondary","production",274,TRUE,"All Data",760,"All Data (n = 760)"
172283,16,"Spanish (Mexican)","WG","Third",NA,"Male",NA,"994",TRUE,FALSE,"Marchman","Primary","production",85,TRUE,"All Data",760,"All Data (n = 760)"
172284,18,"Spanish (Mexican)","WG","Third",NA,"Female",NA,"995",TRUE,FALSE,"Marchman","Secondary","production",68,TRUE,"All Data",760,"All Data (n = 760)"
